0,1,2,3,date
0.5,0.0,0.5,0.0,2018-03-18
0.2102454545454546,0.18919818067372615,0.5878727272727272,0.3497246633643233,2018-03-19
0.5,0.0,0.5,0.0,2018-03-20
0.47694545454545456,0.32688328015206775,0.48819999999999997,0.3638806022959629,2018-03-21
0.5,0.0,0.5,0.0,2018-03-22
0.6096181818181818,0.3857262897165714,0.11706363636363637,0.18180114647466922,2018-03-23
0.5,0.0,0.5,0.0,2018-03-24
0.5,0.0,0.5,0.0,2018-03-25
0.5,0.0,0.5,0.0,2018-03-26
0.6952454545454546,0.3519612565548977,0.43317272727272726,0.3661411106288967,2018-03-27
0.8020181818181817,0.24552257373788675,0.660490909090909,0.339223333391669,2018-03-28
0.5345,0.06342812204903017,0.5447000000000001,0.35845345583492433,2018-03-29
0.5,0.0,0.5,0.0,2018-03-30
0.5,0.0,0.5,0.0,2018-03-31
0.5,0.0,0.5,0.0,2018-04-01
0.5,0.0,0.5,0.0,2018-04-02
0.5,0.0,0.5,0.0,2018-04-03
0.5,0.0,0.5,0.0,2018-04-04
0.5,0.0,0.5,0.0,2018-04-05
0.5,0.0,0.5,0.0,2018-04-06
0.5,0.0,0.5,0.0,2018-04-07
0.5,0.0,0.5,0.0,2018-04-08
0.5414749999999999,0.3352378213671602,0.473325,0.3313311136536984,2018-04-09
0.5,0.0,0.5,0.0,2018-04-10
0.5,0.0,0.5,0.0,2018-04-11
0.5,0.0,0.5,0.0,2018-04-12
0.5,0.0,0.5,0.0,2018-04-13
0.5,0.0,0.5,0.0,2018-04-14
0.5,0.0,0.5,0.0,2018-04-15
0.5,0.0,0.5,0.0,2018-04-16
0.5,0.0,0.5,0.0,2018-04-17
0.5,0.0,0.5,0.0,2018-04-18
0.9255818181818182,0.1571375530499072,0.7753818181818182,0.2744901780596888,2018-04-19
0.5414749999999999,0.3352378213671602,0.471375,0.3296279522052097,2018-04-20
0.5,0.0,0.5,0.0,2018-04-21
0.5,0.0,0.5,0.0,2018-04-22
0.28274,0.18200885253195792,0.5246000000000001,0.35130936224359294,2018-04-23
0.5,0.0,0.5,0.0,2018-04-24
0.5,0.0,0.5,0.0,2018-04-25
0.4901363636363636,0.3218306394609869,0.45270000000000005,0.37218997104362517,2018-04-26
0.6353818181818182,0.34108335642927207,0.43248181818181824,0.30213020919097966,2018-04-27
0.5,0.0,0.5,0.0,2018-04-28
0.5,0.0,0.5,0.0,2018-04-29
0.5,0.0,0.5,0.0,2018-04-30
0.5710999999999999,0.044899999999999995,0.7788,0.1683,2018-05-01
0.5,0.0,0.5,0.0,2018-05-02
0.5,0.0,0.5,0.0,2018-05-03
0.666018181818182,0.3784086242967366,0.39134545454545455,0.3086702958987922,2018-05-04
0.5,0.0,0.5,0.0,2018-05-05
0.5,0.0,0.5,0.0,2018-05-06
0.20978888888888889,0.20788701762920506,0.44695555555555555,0.31815070192567935,2018-05-07
0.8248727272727272,0.2839104215030095,0.24663636363636368,0.22368991228820342,2018-05-08
0.550490909090909,0.37750043336409916,0.7222181818181819,0.2866464652373335,2018-05-09
