0,1,2,3,date
0.5,0.0,0.5,0.0,2018-03-18
0.5168727272727274,0.38117950934842687,0.4899181818181818,0.31740400071426556,2018-03-19
0.5,0.0,0.5,0.0,2018-03-20
0.5428,0.3331464467767892,0.497525,0.32166326628168157,2018-03-21
0.5,0.0,0.5,0.0,2018-03-22
0.5,0.0,0.5,0.0,2018-03-23
0.5,0.0,0.5,0.0,2018-03-24
0.5,0.0,0.5,0.0,2018-03-25
0.5,0.0,0.5,0.0,2018-03-26
0.7506181818181816,0.3280763597872295,0.7594636363636365,0.12857136873932754,2018-03-27
0.5,0.0,0.5,0.0,2018-03-28
0.5,0.0,0.5,0.0,2018-03-29
0.5,0.0,0.5,0.0,2018-03-30
0.5,0.0,0.5,0.0,2018-03-31
0.5,0.0,0.5,0.0,2018-04-01
0.5,0.0,0.5,0.0,2018-04-02
0.5,0.0,0.5,0.0,2018-04-03
0.5,0.0,0.5,0.0,2018-04-04
0.5,0.0,0.5,0.0,2018-04-05
0.5,0.0,0.5,0.0,2018-04-06
0.5,0.0,0.5,0.0,2018-04-07
0.5,0.0,0.5,0.0,2018-04-08
0.5,0.0,0.5,0.0,2018-04-09
0.5,0.0,0.5,0.0,2018-04-10
0.49069999999999997,0.389679987588884,0.6864727272727273,0.23277370630530292,2018-04-11
0.38631818181818184,0.2740062468371572,0.6529909090909091,0.2592272518451205,2018-04-12
0.7981777777777778,0.31928988144797465,0.8439888888888888,0.1499582196957572,2018-04-13
0.5,0.0,0.5,0.0,2018-04-14
0.5,0.0,0.5,0.0,2018-04-15
0.5,0.0,0.5,0.0,2018-04-16
0.26856,0.2512177828100551,0.50636,0.38706608014653004,2018-04-17
0.45935,0.14592478370722364,0.7381000000000001,0.15452814198930453,2018-04-18
0.5,0.0,0.5,0.0,2018-04-19
0.5,0.0,0.5,0.0,2018-04-20
0.5,0.0,0.5,0.0,2018-04-21
0.5,0.0,0.5,0.0,2018-04-22
0.5,0.0,0.5,0.0,2018-04-23
0.5,0.0,0.5,0.0,2018-04-24
0.705709090909091,0.3791884287037382,0.5352181818181818,0.3138695728488675,2018-04-25
0.5428,0.3331464467767892,0.5100750000000001,0.3201621571563385,2018-04-26
0.5,0.0,0.5,0.0,2018-04-27
0.5,0.0,0.5,0.0,2018-04-28
0.5,0.0,0.5,0.0,2018-04-29
0.5,0.0,0.5,0.0,2018-04-30
0.5,0.0,0.5,0.0,2018-05-01
0.7179666666666668,0.1588981714460204,0.5247,0.36853246804046996,2018-05-02
0.6454249999999999,0.23215419848669547,0.6781,0.189303473290904,2018-05-03
0.5,0.0,0.5,0.0,2018-05-04
0.5,0.0,0.5,0.0,2018-05-05
0.5,0.0,0.5,0.0,2018-05-06
0.5,0.0,0.5,0.0,2018-05-07
0.5,0.0,0.5,0.0,2018-05-08
0.5,0.0,0.5,0.0,2018-05-09
0.43795,0.2654022616708456,0.65385,0.2300868716376491,2018-05-10
0.5,0.0,0.5,0.0,2018-05-11
0.5,0.0,0.5,0.0,2018-05-12
0.5,0.0,0.5,0.0,2018-05-13
0.5,0.0,0.5,0.0,2018-05-14
0.5,0.0,0.5,0.0,2018-05-15
0.5,0.0,0.5,0.0,2018-05-16
0.5,0.0,0.5,0.0,2018-05-17
0.5,0.0,0.5,0.0,2018-05-18
0.5,0.0,0.5,0.0,2018-05-19
0.5,0.0,0.5,0.0,2018-05-20
0.5,0.0,0.5,0.0,2018-05-21
0.5,0.0,0.5,0.0,2018-05-22
0.5,0.0,0.5,0.0,2018-05-23
0.5,0.0,0.5,0.0,2018-05-24
0.65795,0.35715429088840583,0.47040000000000004,0.308157078451883,2018-05-25
0.5,0.0,0.5,0.0,2018-05-26
0.5,0.0,0.5,0.0,2018-05-27
0.66199,0.2628525497308329,0.7769199999999999,0.19734901975941,2018-05-28
0.5,0.0,0.5,0.0,2018-05-29
0.5,0.0,0.5,0.0,2018-05-30
0.5,0.0,0.5,0.0,2018-05-31
0.5,0.0,0.5,0.0,2018-06-01
0.5,0.0,0.5,0.0,2018-06-02
0.5,0.0,0.5,0.0,2018-06-03
0.5,0.0,0.5,0.0,2018-06-04
0.5,0.0,0.5,0.0,2018-06-05
0.4794599999999999,0.2350357555777418,0.7853000000000001,0.1949604370122308,2018-06-06
0.5,0.0,0.5,0.0,2018-06-07
0.4418909090909091,0.33834404881998564,0.48891818181818186,0.25544728621196555,2018-06-08
0.5,0.0,0.5,0.0,2018-06-09
0.5,0.0,0.5,0.0,2018-06-10
0.4948909090909091,0.31205686968460633,0.19742727272727273,0.2741319791331742,2018-06-11
0.5,0.0,0.5,0.0,2018-06-12
0.5,0.0,0.5,0.0,2018-06-13
0.5,0.0,0.5,0.0,2018-06-14
0.5,0.0,0.5,0.0,2018-06-15
0.5,0.0,0.5,0.0,2018-06-16
0.5,0.0,0.5,0.0,2018-06-17
0.5,0.0,0.5,0.0,2018-06-18
0.5,0.0,0.5,0.0,2018-06-19
0.5,0.0,0.5,0.0,2018-06-20
0.2743818181818182,0.214424527168045,0.7382090909090909,0.10406843425489047,2018-06-21
0.5,0.0,0.5,0.0,2018-06-22
0.5,0.0,0.5,0.0,2018-06-23
0.5,0.0,0.5,0.0,2018-06-24
0.5,0.0,0.5,0.0,2018-06-25
0.5,0.0,0.5,0.0,2018-06-26
0.5,0.0,0.5,0.0,2018-06-27
0.8953,0.16266703862351908,0.761990909090909,0.21117398881898075,2018-06-28
0.5,0.0,0.5,0.0,2018-06-29
0.5,0.0,0.5,0.0,2018-06-30
0.5,0.0,0.5,0.0,2018-07-01
0.5137499999999999,0.3106532673254862,0.621075,0.2933629354144794,2018-07-02
0.5,0.0,0.5,0.0,2018-07-03
0.5,0.0,0.5,0.0,2018-07-04
0.5,0.0,0.5,0.0,2018-07-05
0.5,0.0,0.5,0.0,2018-07-06
0.5,0.0,0.5,0.0,2018-07-07
0.5,0.0,0.5,0.0,2018-07-08
0.5,0.0,0.5,0.0,2018-07-09
0.11864545454545454,0.15110300739222632,0.5362272727272728,0.2651040793585832,2018-07-10
0.5,0.0,0.5,0.0,2018-07-11
0.5,0.0,0.5,0.0,2018-07-12
0.5,0.0,0.5,0.0,2018-07-13
0.5,0.0,0.5,0.0,2018-07-14
