-0.12407,-0.13502,-0.12836,-0.10491,-0.067806,-0.032053,-0.033932,-0.031826,-0.02592,-0.016888,-0.006391,-0.0064688,-0.0059001,-0.0047273,-0.0030636,-0.12146,-0.11273,-0.097132,-0.075651,-0.049619,17.398,17.416,17.446,17.486,17.536
-0.031929,0.02203,-0.012833,0.094839,-0.21514,0.12115,0.13001,-0.0056033,-0.21975,-0.17306,0.093892,0.033034,-0.074918,-0.13332,-0.085702,-0.39587,-0.42652,-0.39638,-0.30756,-0.17293,17.233,17.261,17.31,17.376,17.457
0.032612,-0.041883,0.053719,-0.020598,-0.056792,0.074574,0.033801,-0.064549,-0.14953,-0.054212,0.10078,-0.019683,-0.13386,-0.14722,-0.048872,-0.38235,-0.38618,-0.33833,-0.24189,-0.10951,17.194,17.234,17.293,17.369,17.459
-0.033545,0.02151,-0.058653,0.13972,-0.17783,-0.018302,-0.020113,0.004727,-0.029027,-0.050962,0.046654,-0.079769,-0.14814,-0.11165,-0.0013522,-0.31379,-0.30399,-0.25427,-0.16678,-0.052408,17.139,17.192,17.266,17.358,17.463
-0.0803,0.028703,0.10483,-0.043438,-0.13727,-0.012347,-0.048628,-0.054423,-0.030954,0.009878,-0.03722,-0.075989,-0.089442,-0.067642,-0.019966,-0.2058,-0.17953,-0.13331,-0.072007,-0.0024473,17.111,17.177,17.263,17.366,17.48
-0.029458,0.14817,0.1218,-0.13446,-0.20224,-0.0031092,0.0011516,-0.0084145,-0.021797,-0.016768,-0.012318,-0.057997,-0.084767,-0.081138,-0.050007,-0.16507,-0.13804,-0.096374,-0.044152,0.013203,17.099,17.174,17.266,17.373,17.49
0.10144,0.17793,0.038297,-0.20137,-0.18919,0.034308,0.030193,-0.011883,-0.049989,-0.042665,0.014753,-0.043773,-0.091288,-0.10956,-0.091925,-0.13083,-0.10593,-0.070256,-0.026936,0.019925,17.095,17.176,17.274,17.385,17.503
-0.046395,0.021336,0.010005,-0.022881,-0.01278,0.13807,0.066358,-0.083142,-0.1637,-0.050507,0.065133,-0.00097231,-0.082528,-0.10767,-0.05141,-0.087842,-0.11021,-0.11529,-0.094859,-0.048501,17.111,17.203,17.311,17.429,17.553
0.051791,-0.014685,-0.0704,-0.068903,-0.01351,-0.0043795,-0.075326,-0.12481,-0.13369,-0.10011,-0.0043741,-0.0076096,-0.0098401,-0.010348,-0.0087455,-0.046945,-0.03128,-0.012483,0.0077179,0.027419,17.132,17.233,17.346,17.467,17.592
0.025396,-0.019597,-0.050918,-0.049158,-0.014312,-0.0010573,-0.08362,-0.14334,-0.15936,-0.12847,-0.0055438,-0.010927,-0.014772,-0.016,-0.014005,-0.028968,-0.018619,-0.0063565,0.0068085,0.019726,17.153,17.256,17.369,17.489,17.612
0.0041034,0.0059729,-0.0027452,-0.014658,-0.013552,0.013538,-0.010875,-0.028522,-0.027413,-0.007705,0.001812,-0.042738,-0.072921,-0.075998,-0.052233,-0.067533,-0.10363,-0.12226,-0.11555,-0.081278,17.205,17.295,17.394,17.497,17.602
0.10434,0.17665,0.049934,-0.19523,-0.22881,0.04097,0.024017,-0.024658,-0.063113,-0.050547,0.013036,-0.069486,-0.13507,-0.15801,-0.12987,-0.058568,-0.097763,-0.12104,-0.12192,-0.098353,17.191,17.283,17.382,17.486,17.593
0.11862,0.12471,0.022154,-0.23735,-0.22277,0.069205,0.028449,-0.047352,-0.091781,-0.060781,-0.017488,-0.14659,-0.24374,-0.27225,-0.22075,-0.049794,-0.075478,-0.089619,-0.088808,-0.072317,17.18,17.268,17.364,17.465,17.571
0.053159,0.098074,-0.0022408,-0.2133,-0.1626,0.10402,-0.048378,-0.19884,-0.2382,-0.13237,-0.10721,-0.19782,-0.25199,-0.25591,-0.20752,-0.03493,-0.048399,-0.054981,-0.053321,-0.043353,17.168,17.25,17.341,17.439,17.541
0.02957,0.060889,-0.0018946,-0.14854,-0.11986,0.055669,-0.11616,-0.23926,-0.22686,-0.082394,-0.15527,-0.24091,-0.28176,-0.26738,-0.20031,-0.048429,-0.062942,-0.068675,-0.064539,-0.050936,17.157,17.235,17.323,17.418,17.52
-0.0010677,0.044871,0.032105,-0.11049,-0.11576,-0.022683,-0.15397,-0.21424,-0.16224,-0.022442,-0.19987,-0.269,-0.2886,-0.25367,-0.1715,-0.06886,-0.082171,-0.084516,-0.075341,-0.055757,17.155,17.231,17.316,17.41,17.51
-0.02598,0.086145,0.092714,-0.11646,-0.18545,-0.045395,-0.11365,-0.14392,-0.11145,-0.018862,-0.20255,-0.25263,-0.25719,-0.21461,-0.13345,-0.097608,-0.1113,-0.1105,-0.095165,-0.067298,17.127,17.199,17.283,17.378,17.481
-0.023449,-0.025129,0.078606,0.003957,-0.15809,0.029927,0.14919,0.068354,-0.19051,-0.19046,-0.024742,-0.063376,-0.096792,-0.089883,-0.026283,-0.31662,-0.35555,-0.33944,-0.27004,-0.15901,17.105,17.175,17.259,17.356,17.464
