0.023154,-0.033236,0.018369,0.061183,-0.14597,0.1295,0.3162,0.1441,-0.23709,-0.345,-0.0047185,0.029044,-0.0030464,-0.057157,-0.058719,-0.24115,-0.27026,-0.22963,-0.12933,0.0041254,24.993,25.048,25.13,25.232,25.346
0.25703,0.14648,-0.09509,-0.22034,-0.12423,0.088707,0.061736,-0.044391,-0.12175,-0.087837,-0.21575,-0.21305,-0.15963,-0.067751,0.041169,-0.051396,-0.044082,-0.028946,-0.0086071,0.013332,25.027,25.096,25.183,25.284,25.39
0.10033,-0.084042,-0.090543,-0.026599,-0.069956,0.11437,0.020605,-0.099792,-0.14345,-0.072098,-0.15643,-0.14142,-0.096551,-0.029324,0.04761,-0.15638,-0.11176,-0.048795,0.023286,0.093663,25.136,25.186,25.242,25.303,25.367
0.10228,-0.011287,-0.11572,-0.14387,-0.076,-0.091121,-0.086688,-0.067034,-0.030114,0.02102,-0.033786,-0.025866,-0.013111,0.0023192,0.017674,-0.11279,-0.069699,-0.016235,0.040463,0.092729,25.132,25.187,25.248,25.313,25.381
0.070953,-0.025722,-0.11492,-0.14787,-0.091766,-0.04445,-0.06145,-0.067646,-0.05203,-0.011948,-0.024283,-0.018752,-0.0095618,0.0018223,0.013377,-0.095805,-0.052037,-0.00080802,0.051321,0.097584,25.131,25.191,25.257,25.327,25.398
0.067045,-0.016284,-0.11824,-0.17254,-0.12082,-0.013931,-0.061067,-0.093582,-0.093033,-0.054182,-0.018227,-0.01607,-0.010606,-0.0025682,0.0066298,-0.078123,-0.036,0.011368,0.058166,0.098528,25.125,25.186,25.253,25.323,25.393
-0.006959,-0.087089,0.064359,0.075927,-0.18313,0.15794,0.1162,0.027738,-0.17768,-0.25628,0.084855,-0.012156,-0.14264,-0.20976,-0.14239,-0.014474,-0.089605,-0.13876,-0.13985,-0.089056,25.039,25.133,25.239,25.351,25.461
0.051991,0.068603,0.02351,-0.17369,-0.21663,0.085773,-0.028418,-0.16138,-0.20833,-0.11623,-0.015523,-0.10183,-0.15347,-0.15082,-0.094911,-0.017306,-0.034754,-0.043413,-0.04014,-0.025253,25.028,25.114,25.215,25.325,25.436
-0.00067074,0.059535,0.025103,-0.10943,-0.15632,0.065589,-0.068516,-0.18962,-0.20327,-0.083153,-0.084546,-0.18113,-0.22088,-0.18926,-0.09634,-0.04095,-0.051785,-0.051206,-0.03846,-0.015751,25.066,25.149,25.241,25.335,25.426
-0.023845,0.074823,0.13376,-0.095794,-0.29783,0.0010418,-0.14229,-0.25374,-0.25972,-0.12994,-0.041736,-0.079029,-0.093093,-0.079285,-0.041647,-0.032936,-0.050884,-0.056313,-0.04752,-0.026618,24.986,25.05,25.134,25.235,25.346
-0.036714,-0.053636,0.13635,-0.040123,-0.13126,-0.0091831,0.19797,0.16378,-0.2326,-0.34037,-0.00023444,-0.12517,-0.24112,-0.26392,-0.14047,-0.13918,-0.19279,-0.19871,-0.15364,-0.067891,24.975,25.034,25.11,25.2,25.3
-0.023071,0.082666,-0.13767,0.30635,-0.44586,0.09172,0.24948,0.1215,-0.27202,-0.39597,0.083385,-0.0494,-0.2195,-0.30025,-0.20042,-0.22548,-0.29151,-0.29298,-0.22541,-0.10162,24.933,24.979,25.039,25.111,25.194
0.10965,-0.21719,0.20972,0.072997,-0.3972,0.13875,0.23914,0.11301,-0.35214,-0.45113,0.15666,-0.035842,-0.27526,-0.38762,-0.2632,-0.20336,-0.27498,-0.28704,-0.23161,-0.11822,24.768,24.799,24.86,24.948,25.06
0.10289,0.22857,0.06159,-0.3695,-0.36045,0.20977,-0.013785,-0.27651,-0.38092,-0.22636,-0.26289,-0.39952,-0.44696,-0.3776,-0.20069,-0.082806,-0.091042,-0.083906,-0.06224,-0.029586,24.733,24.766,24.82,24.893,24.982
0.11783,0.13872,-0.045917,-0.29337,-0.21786,0.13699,-0.11444,-0.33337,-0.35672,-0.14622,-0.2926,-0.42176,-0.44948,-0.35413,-0.15481,-0.16052,-0.16503,-0.14364,-0.099315,-0.039035,24.666,24.703,24.76,24.836,24.929
0.049869,0.0031786,-0.043833,-0.13761,-0.11642,0.0052719,-0.20075,-0.31413,-0.24925,-0.029047,-0.46889,-0.55607,-0.51319,-0.33859,-0.072565,-0.1059,-0.099477,-0.078685,-0.046267,-0.0068668,24.642,24.687,24.751,24.832,24.927
-0.067436,-0.018102,0.050216,-0.025188,-0.10532,-0.10692,-0.20605,-0.21078,-0.10929,0.057385,-0.51807,-0.53234,-0.41992,-0.20128,0.069969,-0.10194,-0.087991,-0.061269,-0.025476,0.014219,24.615,24.676,24.756,24.854,24.965
