0.070366,-0.089595,0.029864,-0.039252,0.071393,-0.063657,0.003843,0.17418,0.072397,-0.069009,-0.13921,-0.049584,0.068454,0.13266,0.10267,-0.083324,-0.12589,-0.22053,-0.15164,0.062581,0.29008,0.37525,0.24948,-0.020954,0.3783,0.43132,0.43677,0.39114,0.29799,0.16857,0.021102,-0.12194,23.755,23.678,23.594,23.505,23.412,23.317,23.223,23.132
0.042428,0.073421,0.12028,0.16216,0.17232,0.13176,0.038967,-0.087025,0.116,0.11565,0.1024,0.077921,0.045292,0.0086597,-0.027272,-0.057878,0.014147,0.014395,0.013337,0.011128,0.0080389,0.0044262,0.00068409,-0.0028033,0.19678,0.2123,0.21487,0.20425,0.18101,0.14649,0.1027,0.052227,23.687,23.608,23.527,23.444,23.361,23.279,23.2,23.127
0.029589,-0.051528,0.053586,0.022179,0.11069,-0.37858,0.19658,0.37376,-0.14434,0.053399,0.22517,0.069448,-0.29381,-0.21443,0.31307,0.31149,-0.15734,-0.11785,-0.034298,0.067876,0.16884,0.23835,0.22669,0.098194,0.33691,0.35481,0.34341,0.30129,0.23039,0.1366,0.0298,-0.07708,23.705,23.631,23.552,23.469,23.384,23.298,23.214,23.134
-0.050879,0.052719,0.011858,0.10433,-0.29459,0.2139,-0.14493,0.39256,0.048842,0.25451,0.14093,-0.24288,-0.35678,0.063867,0.43262,0.1767,-0.11699,-0.097308,-0.067558,0.0072275,0.14087,0.2754,0.30297,0.15939,0.29389,0.30713,0.2993,0.26748,0.21089,0.13216,0.038129,-0.060249,23.695,23.623,23.545,23.464,23.38,23.295,23.211,23.132
0.24982,0.17075,-0.17008,-0.30474,-0.080779,0.17861,0.29901,0.097071,-0.096236,-0.13148,-0.13054,-0.023761,0.17586,0.35214,0.36742,0.17607,0.10636,0.12054,0.12838,0.124,0.10262,0.062641,0.0074113,-0.054425,0.19597,0.20032,0.19359,0.17605,0.1486,0.11271,0.070351,0.023887,23.631,23.559,23.485,23.41,23.334,23.261,23.191,23.125
0.16209,-0.13277,-0.22192,-0.024635,0.045761,0.060794,0.18695,0.054125,-0.12656,-0.19814,-0.16354,0.021869,0.27469,0.43452,0.38032,0.1208,0.069827,0.094955,0.11605,0.12414,0.11185,0.076294,0.021092,-0.043625,0.19833,0.19891,0.1889,0.16872,0.13934,0.1023,0.059568,0.013445,23.615,23.544,23.471,23.396,23.321,23.248,23.178,23.113
-0.19093,-0.22008,-0.11185,0.10847,0.32953,0.42466,0.32792,0.074057,0.012499,0.052731,0.090293,0.11336,0.11278,0.085264,0.035023,-0.02685,0.0029616,0.0027062,0.0022866,0.0016317,0.00071701,-0.00040809,-0.0016136,-0.0027094,0.19267,0.19072,0.17915,0.15854,0.1299,0.094676,0.054619,0.011739,23.633,23.563,23.489,23.412,23.333,23.255,23.179,23.108
-0.20564,-0.14836,0.0037222,0.19109,0.33106,0.35553,0.23955,0.016374,0.019064,0.070915,0.11492,0.13838,0.13301,0.09765,0.03895,-0.030064,0.0017718,0.0018013,0.0017358,0.001463,0.0009234,0.00013876,-0.00078415,-0.001676,0.22875,0.22153,0.20342,0.17525,0.13837,0.094521,0.0458,-0.0054532,23.564,23.496,23.425,23.355,23.284,23.216,23.152,23.093
0.042135,0.10025,0.1437,0.16065,0.14513,0.098806,0.030844,-0.044138,-0.00027359,0.00020035,0.00063228,0.00087723,0.00085122,0.00055495,7.2883e-05,-0.00045193,0.00044703,0.00038484,0.00032056,0.00025366,0.00018375,0.00011137,3.8225e-05,-3.3258e-05,0.24138,0.22882,0.20534,0.172,0.13032,0.082208,0.02988,-0.024244,23.511,23.444,23.377,23.31,23.245,23.183,23.125,23.073
0.049216,0.11149,0.15202,0.16032,0.13322,0.075748,0.00023746,-0.076252,0.020363,0.025194,0.026853,0.024821,0.019233,0.010864,0.00099291,-0.0088349,0.0012348,0.0013534,0.0013498,0.0012076,0.00093342,0.0005556,0.00011983,-0.00031909,0.23837,0.22054,0.19252,0.15555,0.11127,0.061649,0.0089079,-0.044588,23.477,23.409,23.341,23.273,23.207,23.144,23.086,23.034
0.10264,0.15934,0.18432,0.17072,0.11999,0.041895,-0.047176,-0.12755,0.033279,0.036277,0.03434,0.02744,0.016423,0.0028798,-0.011128,-0.023431,0.0013087,0.0012728,0.0011005,0.00079828,0.00039567,-5.8841e-05,-0.00050594,-0.00088572,0.21932,0.19655,0.16498,0.12597,0.081191,0.032583,-0.017747,-0.067612,23.426,23.355,23.285,23.216,23.149,23.087,23.029,22.978
0.15744,0.19614,0.19612,0.1557,0.081577,-0.01205,-0.10589,-0.17956,0.042278,0.041232,0.033769,0.02073,0.0039673,-0.013955,-0.030191,-0.042111,0.0012328,0.00038879,-0.00044504,-0.0012044,-0.0018275,-0.0022621,-0.0024722,-0.0024441,0.19923,0.17163,0.13659,0.095563,0.05027,0.0026087,-0.045422,-0.091804,23.364,23.292,23.219,23.148,23.08,23.017,22.961,22.911
0.17562,0.18651,0.16166,0.10448,0.02482,-0.062396,-0.13984,-0.19134,0.048794,0.04182,0.028299,0.0099403,-0.010649,-0.030379,-0.046196,-0.055605,0.00027832,-0.00090154,-0.0019361,-0.002748,-0.0032777,-0.00349,-0.0033793,-0.0029711,0.15797,0.13136,0.099314,0.063141,0.024316,-0.015578,-0.054915,-0.092093,23.317,23.24,23.163,23.089,23.018,22.952,22.893,22.843
0.09363,0.075675,0.04457,0.0049257,-0.036996,-0.074355,-0.10093,-0.1122,-0.0015545,-0.0054455,-0.00871,-0.011103,-0.012452,-0.012674,-0.011793,-0.0099312,0.027015,0.020929,0.01407,0.0067197,-0.00082471,-0.0082656,-0.015316,-0.021709,0.16544,0.12739,0.083897,0.036658,-0.01249,-0.061627,-0.10883,-0.15224,23.186,23.122,23.061,23.004,22.953,22.908,22.87,22.84
0.037763,0.018827,-0.0041688,-0.028078,-0.049431,-0.064987,-0.072261,-0.06995,-0.00391,-0.00546,-0.0064978,-0.0069498,-0.006792,-0.0060533,-0.0048135,-0.0031976,-0.00063361,-0.0013066,-0.0018232,-0.0021559,-0.0022937,-0.0022428,-0.0020255,-0.0016773,0.12557,0.092229,0.055264,0.016083,-0.023814,-0.062902,-0.099683,-0.13275,23.157,23.081,23.009,22.94,22.877,22.821,22.774,22.736
0.021516,-0.00066109,-0.024475,-0.046607,-0.063795,-0.073359,-0.073636,-0.064278,-0.007257,-0.0088903,-0.0097023,-0.0096633,-0.0088153,-0.0072687,-0.0051921,-0.0027982,-0.00035539,-0.0009824,-0.0014783,-0.0018261,-0.0020219,-0.0020746,-0.0020043,-0.0018392,0.11961,0.077501,0.03218,-0.014693,-0.061392,-0.1062,-0.14745,-0.18363,23.071,23.007,22.947,22.892,22.843,22.802,22.768,22.743
-0.065759,-0.13692,-0.1559,-0.099507,0.012352,0.12444,0.17429,0.12882,0.028729,-0.025634,-0.074792,-0.11285,-0.13629,-0.14383,-0.13568,-0.11275,-0.014567,-0.015439,-0.014963,-0.013212,-0.010373,-0.0067261,-0.0026162,0.0015762,-0.0040963,-0.0045606,-0.0046088,-0.0042668,-0.003593,-0.0026722,-0.0016082,-0.00051399,23.111,23.01,22.912,22.818,22.732,22.655,22.59,22.539
-0.038856,-0.004503,0.033844,-0.04291,-0.099824,0.023122,0.17079,0.058676,-0.14512,-0.19696,-0.17217,-0.06675,0.079914,0.19876,0.22473,0.13718,-0.041748,-0.075732,-0.096809,-0.1042,-0.099725,-0.086549,-0.067638,-0.044724,-0.01903,-0.018014,-0.015466,-0.011646,-0.0069255,-0.0017442,0.0034307,0.0081486,23.034,22.938,22.846,22.761,22.684,22.617,22.563,22.522
-0.0045803,0.045904,-0.018442,-0.088112,-0.037472,0.093124,0.13771,-0.01831,-0.20397,-0.20254,-0.1191,0.025888,0.17491,0.25688,0.22581,0.091013,-0.087005,-0.097943,-0.093232,-0.077178,-0.055819,-0.034711,-0.017068,-0.0029836,-0.021978,-0.019025,-0.014509,-0.0088638,-0.0026112,0.003692,0.0095095,0.01437,22.96,22.87,22.785,22.707,22.638,22.58,22.534,22.501
0.045994,-0.0070282,-0.065401,-0.027226,0.035586,0.066457,0.059154,-0.037473,-0.20984,-0.14824,-0.023351,0.1249,0.23578,0.25734,0.1753,0.022753,-0.081604,-0.06608,-0.040026,-0.012,0.0098685,0.020435,0.019059,0.0095692,-0.038781,-0.036776,-0.031474,-0.023107,-0.012231,0.00030377,0.013421,0.025914,22.88,22.798,22.722,22.655,22.598,22.55,22.515,22.492
-0.0055146,-0.059477,-0.019453,0.033369,0.0349,0.042403,0.026614,-0.078123,-0.15804,-0.042128,0.10207,0.21996,0.25964,0.20157,0.070132,-0.079259,-0.062492,-0.028752,0.0065546,0.033383,0.04473,0.038704,0.019014,-0.006289,-0.035897,-0.031761,-0.024769,-0.0153,-0.0039946,0.0082793,0.020499,0.031567,22.802,22.725,22.655,22.594,22.543,22.503,22.474,22.458
-0.058549,-0.011268,0.047293,0.037815,0.00014786,-0.01258,-0.0085282,-0.030056,-0.050899,0.079019,0.18625,0.22974,0.19423,0.098569,-0.016684,-0.11296,-0.030503,0.013223,0.048997,0.067686,0.06514,0.043299,0.0095637,-0.025351,-0.03209,-0.025571,-0.016714,-0.0060519,0.0056835,0.01761,0.028761,0.038159,22.734,22.664,22.602,22.549,22.506,22.473,22.451,22.441
0.023545,0.058938,0.079393,0.079689,0.059786,0.024798,-0.016341,-0.053159,-0.019579,-0.00088563,0.013917,0.022477,0.024266,0.020605,0.014209,0.0083866,-0.011235,-0.0061671,-0.00051794,0.0053588,0.011077,0.016242,0.020473,0.023433,-0.011411,-0.0041541,0.0033507,0.010559,0.016948,0.022052,0.025495,0.027018,22.682,22.614,22.553,22.502,22.461,22.431,22.412,22.406
0.061752,0.090791,0.098273,0.082447,0.0471,0.00061723,-0.045986,-0.081625,0.020578,0.038748,0.046414,0.042648,0.029253,0.010305,-0.008836,-0.022815,-0.0046795,-0.0025314,-7.0729e-05,0.0025908,0.0053141,0.0079359,0.010274,0.012134,-0.0083979,0.0008568,0.01,0.018394,0.025447,0.03066,0.033656,0.034206,22.612,22.55,22.495,22.45,22.416,22.391,22.379,22.377
0.12456,0.08884,0.037048,-0.0029484,-0.021736,-0.027927,-0.033299,-0.04133,0.094125,0.10864,0.098987,0.067498,0.021183,-0.029772,-0.074134,-0.10203,0.062662,0.073942,0.069134,0.049748,0.020465,-0.011874,-0.039772,-0.056717,-0.0023025,0.0023061,0.0068753,0.011175,0.014977,0.018064,0.020233,0.021306,22.545,22.493,22.449,22.413,22.387,22.37,22.363,22.366
