0,0,0,-0.081293,0.0059315,0.26608,0.18811,0.2712,-0.044269,0.70919,0.62293,0.3165,25.864,25.67,25.432
0,0,0,0.045571,-0.28776,0.57452,0.0032913,0.089775,0.043076,0.57957,0.43335,0.16465,25.942,25.735,25.478
0,0,0,-0.24932,0.018173,0.4148,-0.15849,0.20332,0.19112,0.41743,0.29708,0.11021,25.96,25.741,25.474
0,0,0,0.055432,-0.050158,0.30099,-0.019078,0.32894,0.11865,0.358,0.26471,0.109,25.866,25.647,25.391
0,0,0,-0.028199,-0.05123,0.22611,0.17686,0.2385,-0.038529,0.18235,0.1207,0.013918,25.859,25.612,25.329
0,0,0,-0.040254,-0.04517,0.20141,0.13691,0.068413,-0.097733,0.08875,0.028336,-0.049379,25.735,25.478,25.196
0,0,0,-0.033802,-0.072753,0.25732,-0.034981,0.0096693,-0.018188,-0.0033088,-0.033748,-0.053463,25.602,25.347,25.074
0,0,0,-0.060993,-0.019735,0.2336,-0.095527,0.089675,0.060214,-0.065092,-0.03662,0.0042704,25.472,25.227,24.972
0,0,0,-0.0071904,-0.049241,0.23381,-0.019128,0.169,0.065219,-0.060354,0.026181,0.094978,25.347,25.124,24.896
0,0,0,-0.034342,-0.066373,0.26108,0.049377,0.17677,0.050658,-0.0016954,0.12498,0.18973,25.257,25.055,24.849
0,0,0,-0.053829,-0.021764,0.21944,0.067966,0.15944,0.015649,0.095048,0.21214,0.2401,25.181,25,24.815
-0.019811,0.014655,0.11996,0.099325,0.11199,-0.075264,0.16341,0.20625,0.17928,0.0086797,0.028585,0.040619,25.098,24.929,24.755
0.016215,-0.081937,0.19346,0.053677,0.020617,-0.080051,0.17002,0.16457,0.12782,0.024429,0.043624,0.052412,25.026,24.873,24.716
-0.065862,-0.11539,0.34558,-0.10441,0.032882,0.080495,0.13795,0.15567,0.15373,0.041288,0.056948,0.060274,25.011,24.88,24.74
-0.1052,0.080081,0.15997,-0.065102,0.18651,0.083381,0.12515,0.16433,0.16985,0.05527,0.066098,0.063768,25,24.883,24.753
0,0,0,0.073404,0.01878,0.031336,0.16607,0.16958,-0.11732,0.16692,0.17935,0.15367,24.974,24.862,24.732
0.018771,-0.159,0.24369,0.11848,-0.023283,-0.10741,0.070869,0.065936,0.053196,0.062143,0.058022,0.043896,24.96,24.858,24.737
-0.14488,-0.05071,0.32481,-0.1393,0.0032177,0.096405,0.037759,0.072213,0.097042,0.056868,0.051511,0.037929,24.99,24.894,24.774
-0.14525,0.21533,0.17689,0.0035171,0.085779,0.13033,0.073153,0.07617,0.067141,0.04663,0.041421,0.030163,25.021,24.933,24.819
0.068659,0.29535,0.089432,0.064739,0.16042,0.176,0.11319,0.11948,0.10617,0.12289,0.12678,0.11668,24.961,24.865,24.753
-0.027669,-0.14839,0.38315,0.10901,0.21803,0.073479,0.24357,0.3426,0.31038,0.32164,0.32516,0.29763,24.863,24.763,24.655
-0.089947,-0.23791,0.64811,-0.10174,0.23618,0.28301,0.34713,0.47149,0.41905,0.42281,0.4249,0.38768,24.922,24.825,24.722
-0.17829,0.018371,0.45088,-0.088998,0.44709,0.30988,0.47693,0.5838,0.47253,0.60722,0.59685,0.53524,24.903,24.814,24.721
0.088189,-0.25402,0.59573,0.046247,0.44912,0.22348,0.6247,0.70439,0.51402,0.73913,0.71411,0.62907,24.962,24.876,24.788
-0.19283,-0.045573,0.45643,0.12031,0.37631,0.12671,0.70734,0.6964,0.42473,0.85328,0.80349,0.68846,25.002,24.919,24.834
0.020322,-0.21956,0.574,0.026087,0.28406,0.13946,0.70273,0.62265,0.32313,0.91635,0.84188,0.70053,25.085,25.001,24.913
-0.17249,0.036771,0.32582,0.045122,0.29688,0.072389,0.59122,0.44191,0.15703,0.97156,0.86195,0.68818,25.095,25.012,24.927
0.075991,-0.15359,0.36833,0.065464,0.21251,0.013906,0.43166,0.25874,0.020622,0.98565,0.84161,0.63989,25.091,25.011,24.927
-0.10143,-0.20649,0.5604,-0.078409,0.16924,0.1723,0.22676,0.13932,0.011067,0.98088,0.80901,0.58417,25.142,25.059,24.972
-0.15118,-0.037538,0.47061,-0.13611,0.33132,0.28028,0.13765,0.15583,0.097456,0.96676,0.77837,0.54344,25.153,25.072,24.988
0.016959,0.4416,0.23544,0.17779,0.26276,0.20869,0.88342,0.69914,0.47619,0.041554,0.035426,0.028105,25.161,25.083,25.003
0.0051234,0.38478,0.29259,0.22739,0.39905,0.34486,0.12099,0.10303,0.064382,0.88905,0.71409,0.50541,25.2,25.125,25.047
-0.027917,0.4631,0.30164,0.39189,0.53611,0.40246,0.14362,0.14635,0.11703,0.90459,0.7249,0.51171,25.234,25.161,25.087
0.56004,0.62385,0.39926,0.19715,0.19891,0.16028,0.84416,0.67351,0.47338,0.15811,0.1335,0.10566,25.138,25.088,25.038
0.25824,0.33724,-0.10232,0.60615,0.48068,0.16038,0.21199,0.20023,0.14728,0.82912,0.64151,0.4275,25.247,25.179,25.11
0.45007,0.14669,-0.16856,0.18769,0.15115,0.083779,0.69957,0.50482,0.29088,0.11885,0.095726,0.070429,25.101,25.053,25.007
0.12172,-0.14071,-0.27379,0.1498,0.10341,0.037524,0.58321,0.39052,0.18428,0.11518,0.088499,0.059769,25.091,25.043,24.997
-0.16716,-0.25686,-0.20047,0.099117,0.053002,-0.00097747,0.46355,0.27805,0.084197,0.10794,0.07957,0.049398,25.076,25.028,24.981
-0.27872,-0.14966,0.019928,0.057842,0.02736,-0.0049497,0.36766,0.19617,0.019409,0.10102,0.0713,0.039995,25.072,25.023,24.975
-0.16751,0.10026,0.2555,0.042552,0.036487,0.026996,0.29786,0.14537,-0.011361,0.09453,0.063765,0.031608,25.076,25.026,24.978
0.035585,0.047953,0.053752,0.20534,0.077501,-0.053157,0.0036669,0.0022001,0.0006867,0.10329,0.064357,0.024025,25.058,25.007,24.957
0.27039,0.41766,0.36324,0.072247,0.10988,0.12848,0.19012,0.083742,-0.028065,0.080614,0.049319,0.017031,25.09,25.029,24.969
0.41004,0.519,0.42079,0.14537,0.20024,0.21851,0.19806,0.11968,0.031211,0.1115,0.062088,0.011326,25.096,25.045,24.994
0.51346,0.59186,0.44014,0.24009,0.29635,0.29816,0.23643,0.18081,0.1092,0.1185,0.057088,-0.0057934,25.128,25.081,25.036
0.53948,0.56639,0.35576,0.20584,0.23633,0.21264,0.46576,0.45263,0.39153,0.14109,0.060693,-0.021337,25.159,25.115,25.073
0.55762,0.53153,0.27747,0.256,0.26169,0.20959,0.48102,0.50054,0.46648,0.24851,0.13731,0.018975,25.2,25.149,25.099
0.4749,0.44107,0.20531,0.50394,0.47709,0.36186,0.50178,0.50514,0.46424,0.22725,0.11369,-0.0046514,25.233,25.192,25.151
0.43228,0.41866,0.20335,0.6724,0.60461,0.44093,0.39443,0.39032,0.35432,0.32315,0.21658,0.09947,25.284,25.235,25.187
0.41123,0.4344,0.23182,0.7907,0.6835,0.48007,0.33993,0.33025,0.29528,0.38684,0.26828,0.13616,25.339,25.301,25.264
0.42907,0.49041,0.28414,0.7895,0.6577,0.43727,0.38093,0.36041,0.31314,0.46766,0.34347,0.20264,25.392,25.358,25.325
0.48531,0.54568,0.30666,0.71369,0.56975,0.34775,0.61173,0.56422,0.47805,0.39998,0.27651,0.14143,25.445,25.416,25.387
0.5414,0.57902,0.3083,0.67546,0.52556,0.30247,0.76409,0.68896,0.56973,0.35581,0.23745,0.11064,25.497,25.468,25.441
0.61489,0.62261,0.31959,0.55995,0.42405,0.22581,0.83797,0.73827,0.59267,0.41448,0.29289,0.16134,25.549,25.52,25.491
0.62797,0.63251,0.32542,0.52851,0.39812,0.20551,0.97052,0.8382,0.65721,0.36402,0.2524,0.13353,25.604,25.573,25.542
0.63469,0.60741,0.27935,0.45874,0.3365,0.15608,1.0057,0.84481,0.63639,0.39941,0.28385,0.1603,25.651,25.619,25.587
0.60428,0.50978,0.16406,0.40727,0.28155,0.10456,0.96596,0.78375,0.55949,0.41582,0.29535,0.16659,25.684,25.65,25.617
0.50858,0.43335,0.15073,0.3672,0.25093,0.087116,1.0197,0.80753,0.55545,0.34363,0.23435,0.11931,25.722,25.687,25.652
0.43842,0.4289,0.20416,0.33822,0.23565,0.087073,0.96533,0.74268,0.48516,0.35799,0.24506,0.12616,25.766,25.729,25.693
0.4279,0.45521,0.23958,0.31372,0.22278,0.087363,0.97137,0.72656,0.45043,0.2829,0.18115,0.0754,25.8,25.763,25.725
0.45176,0.46692,0.22939,0.29245,0.2113,0.087436,0.94299,0.68061,0.39128,0.21683,0.12589,0.032399,25.826,25.788,25.75
0.45062,0.33196,0.037956,0.23676,0.14946,0.030895,0.78942,0.52339,0.23902,0.18889,0.095187,-0.00060887,25.82,25.781,25.741
0.31481,0.13227,-0.10134,0.17199,0.088827,-0.013663,0.62831,0.36688,0.095059,0.15682,0.060796,-0.036816,25.811,25.77,25.729
0.11193,-0.037957,-0.14785,0.1004,0.028919,-0.050147,0.45721,0.20695,-0.046133,0.11727,0.019326,-0.079611,25.792,25.749,25.707
-0.049031,-0.055688,-0.033383,0.018157,-0.034073,-0.086529,0.33591,0.11914,-0.097941,0.080755,-0.018331,-0.11791,25.779,25.735,25.691
-0.067904,0.088488,0.17168,0.0032708,-0.0086248,-0.025316,0.22257,0.021912,-0.17546,0.04654,-0.053199,-0.15295,25.77,25.725,25.68
0.081612,0.33291,0.37908,0.041094,0.068335,0.07748,0.13489,-0.034618,-0.19944,0.022284,-0.091669,-0.20525,25.772,25.731,25.69
0.32752,0.55124,0.48212,0.12074,0.17438,0.19203,0.096528,-0.055992,-0.20431,-0.019014,-0.12304,-0.22616,25.773,25.729,25.686
0.53264,0.55698,0.32689,0.1933,0.24541,0.25105,0.030711,-0.10249,-0.2309,-0.063161,-0.16675,-0.26888,25.751,25.707,25.662
0.53957,0.4105,0.14682,0.26999,0.31213,0.30022,-0.014792,-0.12882,-0.23827,-0.10559,-0.20808,-0.30862,25.731,25.685,25.64
0.3602,0.23129,0.0591,0.33629,0.35216,0.30858,0.023159,-0.047798,-0.12491,-0.13957,-0.24988,-0.35787,25.722,25.677,25.633
0.21636,0.17507,0.088392,0.39658,0.39466,0.33073,0.04743,-0.0091443,-0.075084,-0.17537,-0.28351,-0.38895,25.709,25.664,25.619
0.15919,0.19508,0.13426,0.34829,0.31948,0.23943,0.16853,0.12795,0.065946,-0.20373,-0.30724,-0.40784,25.688,25.64,25.592
0.17761,0.22548,0.13979,0.33819,0.29081,0.19979,0.2286,0.19151,0.12897,-0.23836,-0.3391,-0.43659,25.667,25.618,25.57
0.20674,0.21864,0.10649,0.28541,0.22601,0.13449,0.30607,0.2672,0.19832,-0.2724,-0.37009,-0.4642,25.642,25.593,25.545
0.20159,0.20184,0.10532,0.24481,0.18557,0.10168,0.3711,0.32829,0.25306,-0.30982,-0.40615,-0.49856,25.631,25.583,25.536
0.18501,0.20273,0.13085,0.20499,0.15365,0.081838,0.43325,0.3842,0.30115,-0.33494,-0.42755,-0.51606,25.611,25.563,25.516
0.19057,0.27363,0.2258,0.17022,0.13919,0.085549,0.54836,0.50365,0.42064,-0.34143,-0.43722,-0.52835,25.576,25.523,25.472
0.26073,0.36137,0.27759,0.16873,0.15176,0.10607,0.61267,0.56047,0.46905,-0.32966,-0.41983,-0.50594,25.548,25.492,25.439
0.34379,0.36778,0.20845,0.16809,0.1532,0.10647,0.64066,0.57437,0.47036,-0.33204,-0.41664,-0.49763,25.522,25.467,25.414
0.34851,0.28215,0.094726,0.16473,0.14667,0.096914,0.63952,0.5549,0.43531,-0.34467,-0.42203,-0.496,25.512,25.46,25.409
0.26404,0.17976,0.038727,0.22089,0.18275,0.11163,0.59519,0.52166,0.41808,-0.35343,-0.42843,-0.50012,25.484,25.432,25.382
0.16346,0.14129,0.072939,0.20999,0.17704,0.1122,0.60655,0.5235,0.41204,-0.34241,-0.4131,-0.48104,25.464,25.412,25.362
0.12828,0.20747,0.18453,0.21641,0.19443,0.13769,0.61728,0.52321,0.40162,-0.32033,-0.38318,-0.4438,25.455,25.404,25.355
0.19457,0.3201,0.26841,0.12419,0.12073,0.091906,0.72178,0.6149,0.46839,-0.2784,-0.34086,-0.40259,25.442,25.391,25.342
0.30262,0.35964,0.22281,0.12634,0.11906,0.087013,0.71403,0.60245,0.45192,-0.25858,-0.31924,-0.37977,25.42,25.369,25.321
0.34365,0.32847,0.16062,0.16812,0.15498,0.1116,0.66953,0.55919,0.416,-0.17606,-0.23018,-0.28526,25.344,25.289,25.237
